#pgII [uA] data read from database by pab Ltd "mountain"
#see http://bsdf.pab.eu for pgII gonio-photometer and BSDF details
#mountain-version	"pab mountain V3.2.3"
#database-host	pgdb
#database-name	pabpg
#measured_at	"2018-01-16 01:21:28"
#data_read_from_db	"2018-03-01 17:28:53"
#database_id	1472
#datapoints_in_db	128121
#database_reference_id	0
#integrated_value	0.026	6.3
#sample_label	"goldpaper0"
#sample_name	"Golden_glossy_paper"
#lamp	"xenon"
#beamshape	"det,f=300,a=1"
#filterlamp	"none"
#filterdet	"none"
#comment	"(null)"
#mcomment	"$Id: allmess.c,v 3.21 2017/10/21 18:12:11 apian Exp apian $daq serial[0]="016"(offn)|optfile=python-wjakob|userdata=$Header: /usr/local/pab_pg/etc/RCS/userdata.pgII-epfl,v 1.15 2017/12/22 19:45:57 pgadmin Exp pgadmin $|cxtcounter=yes|bl_armB=0|daq_ss=100|speedbend=(0,0)|pawait=30|minspacing=-1|lamp_cycles=17 poweron=8414 [h] last_change=951 [min]"
#dbfilter	""
#column	daq
#dump-host	pgII-epfl
#incident_angle	26.8421	0
#intheta	26.8421
#inphi	0
#front_integral	0.0263
#incident_and_front_integral	26.8421	0	0.0263
#mountain_minimum_angle	0.0014 [deg]
#datapoints_in_file	127039
#format: theta	phi	[uA]
82.39239	47.41008	5.207e-05
82.34389	47.60867	4.969e-05
82.29567	47.80809	4.387e-05
82.24757	48.01059	4.497e-05
82.20379	48.19945	5.197e-05
82.15528	48.40968	5.071e-05
82.11273	48.59498	6.159e-05
82.06810	48.79399	6.122e-05
82.02090	49.06026	5.528e-05
81.96159	49.28036	4.775e-05
81.93695	49.39520	5.804e-05
81.89185	49.60963	5.689e-05
81.85093	49.80815	5.481e-05
81.80904	50.01360	6.051e-05
81.77199	50.20002	5.516e-05
81.72627	50.43148	5.247e-05
81.69176	50.61191	6.729e-05
81.65439	50.80918	5.279e-05
81.61235	51.03543	5.613e-05
81.57883	51.22126	5.809e-05
81.54321	51.41946	5.496e-05
81.51079	51.60466	6.235e-05
81.47293	51.82497	6.515e-05
81.43094	52.07581	6.220e-05
81.40637	52.22603	5.868e-05
81.37679	52.41055	5.895e-05
81.34762	52.62843	6.395e-05
81.31274	52.82170	6.570e-05
81.28297	53.02005	6.588e-05
81.24926	53.25193	5.915e-05
81.22511	53.41909	5.749e-05
81.20033	53.67246	6.223e-05
81.16637	53.84641	5.773e-05
81.14040	54.04181	6.122e-05
81.11668	54.22651	5.866e-05
81.09009	54.44312	6.787e-05
81.06068	54.68583	5.917e-05
81.04253	54.83998	7.010e-05
81.01955	55.03922	6.450e-05
80.99579	55.25440	6.710e-05
80.97915	55.45699	5.783e-05
80.95431	55.65117	6.657e-05
80.93297	55.86482	6.695e-05
80.91541	56.04866	6.646e-05
80.89683	56.25003	6.227e-05
80.87792	56.46435	6.696e-05
80.86005	56.67260	6.512e-05
80.84467	56.86095	7.578e-05
80.82671	57.09424	7.244e-05
80.81429	57.26270	7.143e-05
80.79633	57.51802	6.746e-05
80.78632	57.67340	7.140e-05
80.77290	57.88898	6.460e-05
80.76189	58.07182	6.039e-05
80.75020	58.28802	6.564e-05
80.73956	58.49583	7.111e-05
80.72817	58.73178	7.692e-05
80.72160	58.88393	6.657e-05
80.71276	59.09996	7.257e-05
80.70548	59.29993	6.982e-05
80.69890	59.49685	6.935e-05
80.69099	59.77644	6.711e-05
80.68799	59.89647	6.874e-05
80.68314	60.11592	7.572e-05
80.67867	60.35209	6.834e-05
80.67677	60.50831	7.425e-05
80.67428	60.70485	7.153e-05
80.67279	60.93835	7.354e-05
80.67233	61.11869	7.081e-05
80.67256	61.36032	7.007e-05
80.67322	61.51479	7.322e-05
80.67461	61.72605	6.801e-05
80.67687	61.90984	7.312e-05
80.68012	62.12305	6.507e-05
80.68388	62.32104	7.754e-05
80.68812	62.51676	7.097e-05
80.69347	62.71376	7.008e-05
80.69927	62.91301	7.515e-05
80.70647	63.12415	7.552e-05
80.71424	63.32990	7.094e-05
80.72197	63.51670	7.428e-05
80.73254	63.74625	7.204e-05
80.74143	63.92757	8.395e-05
80.75188	64.12299	7.541e-05
80.76460	64.34537	7.642e-05
80.77559	64.52631	7.436e-05
80.78720	64.70710	6.738e-05
80.80081	64.90652	7.703e-05
80.81599	65.11396	7.607e-05
80.83060	65.30943	7.598e-05
80.84732	65.51814	7.364e-05
80.86407	65.71690	7.876e-05
80.88685	65.93061	7.683e-05
80.90005	66.11703	7.101e-05
80.92493	66.37421	7.334e-05
80.93650	66.48965	8.177e-05
80.95823	66.69954	8.064e-05
80.97919	66.89360	7.335e-05
81.00199	67.09558	7.599e-05
81.02312	67.27892	6.520e-05
81.04608	67.47099	8.147e-05
81.07379	67.69549	7.446e-05
81.09760	67.88120	7.158e-05
81.12137	68.06240	7.585e-05
81.14938	68.26845	7.054e-05
81.17377	68.44490	8.015e-05
81.20366	68.65276	7.321e-05
81.23215	68.84492	7.778e-05
81.26059	69.03329	7.770e-05
81.29291	69.23968	7.563e-05
81.32346	69.43129	6.771e-05
81.36187	69.66515	7.550e-05
81.38824	69.82031	7.621e-05
81.42332	70.02441	7.210e-05
81.45424	70.19978	7.789e-05
81.48605	70.37563	7.591e-05
81.52161	70.56801	8.084e-05
81.56181	70.78054	7.008e-05
81.59566	70.95499	7.072e-05
81.63587	71.15982	7.221e-05
81.67384	71.34837	7.384e-05
81.71046	71.52574	7.439e-05
81.76360	71.76389	7.872e-05
81.79176	71.90879	7.256e-05
81.83309	72.09856	6.891e-05
81.87782	72.29877	7.116e-05
81.92014	72.48508	6.784e-05
81.96609	72.68330	6.751e-05
82.01105	72.87334	7.074e-05
82.05598	73.06025	6.659e-05
82.09889	73.23546	7.011e-05
82.14783	73.43182	6.891e-05
82.20187	73.64500	7.269e-05
82.25053	73.83289	7.117e-05
82.29462	74.00139	7.394e-05
82.34140	74.17670	6.775e-05
82.40343	74.39516	6.993e-05
82.44856	74.56817	6.539e-05
82.49602	74.73773	6.783e-05
82.55260	74.93661	6.825e-05
82.60297	75.11126	6.293e-05
82.67397	75.34419	7.044e-05
82.71366	75.48562	6.730e-05
82.77830	75.69930	6.900e-05
82.82626	75.85523	6.638e-05
82.88380	76.04030	6.705e-05
82.96932	76.30264	7.027e-05
83.00255	76.41363	6.534e-05
83.06701	76.61154	6.493e-05
83.12659	76.79256	6.404e-05
83.18936	76.98013	6.129e-05
83.25188	77.16459	5.893e-05
83.31546	77.34937	6.600e-05
83.37324	77.51527	5.783e-05
83.45481	77.74608	5.909e-05
83.51980	77.92128	5.742e-05
83.56936	78.06393	6.055e-05
83.64073	78.25868	6.195e-05
83.70668	78.43595	6.629e-05
83.77354	78.61359	5.416e-05
83.84109	78.79091	5.805e-05
83.90932	78.96788	5.559e-05
83.98489	79.16138	5.499e-05
84.05458	79.33765	5.247e-05
84.12473	79.51285	5.746e-05
84.20502	79.71128	5.774e-05
84.26810	79.86495	5.655e-05
84.34669	80.05452	5.601e-05
84.42043	80.23029	4.844e-05
84.49371	80.40310	5.060e-05
84.56824	80.57687	5.416e-05
84.65034	80.76624	5.294e-05
84.73002	80.94372	5.297e-05
84.80290	81.11188	5.003e-05
84.88046	81.28487	5.305e-05
84.96408	81.46931	4.455e-05
85.04427	81.64410	3.671e-05
85.12302	81.81396	4.810e-05
85.20668	81.99263	5.594e-05
85.28339	82.15453	4.461e-05
85.36475	82.32457	4.253e-05
85.45393	82.50921	4.952e-05
85.53695	82.67912	4.425e-05
85.62414	82.85578	4.290e-05
85.70889	83.02554	4.122e-05
85.80069	83.20786	4.204e-05
85.87891	83.36143	3.679e-05
85.96490	83.52879	4.139e-05
86.05123	83.69511	3.790e-05
86.14418	83.87257	3.875e-05
86.23322	84.04059	3.875e-05
86.32154	84.20571	3.121e-05
86.40668	84.36352	3.169e-05
86.50042	84.53544	3.241e-05
86.59796	84.71263	3.018e-05
86.68987	84.87808	3.164e-05
86.77541	85.03056	3.323e-05
86.86895	85.19582	3.159e-05
86.96529	85.36446	2.842e-05
87.07459	85.55376	3.447e-05
87.16077	85.70159	2.635e-05
87.25038	85.85404	2.609e-05
87.35046	86.02283	2.117e-05
87.45308	86.19424	1.915e-05
87.54227	86.34181	1.103e-05
87.64809	86.51543	1.092e-05
87.74598	86.67447	6.388e-06
87.86736	86.86874	-2.535e-06
87.95199	87.00471	2.856e-06
88.04364	87.14982	7.275e-06
88.15984	87.33200	-1.336e-07
88.24762	87.46845	3.505e-06
88.35268	87.63048	8.075e-06
88.46315	87.79923	5.005e-06
88.55800	87.94300	6.228e-06
88.66855	88.10907	6.599e-06
88.77256	88.26395	8.034e-06
88.88322	88.42731	-2.732e-07
88.98075	88.57009	-1.707e-06
89.08776	88.72550	6.136e-06
89.19578	88.88105	3.507e-06
89.32272	89.06190	1.255e-06
89.42277	89.20375	6.815e-06
89.52223	89.34340	-4.981e-06
89.64064	89.50829	1.048e-05
89.74918	89.65817	8.823e-06
89.89396	89.85620	8.810e-06
89.98161	89.97514	5.530e-06
89.87144	-77.17916	7.217e-06
89.70213	-77.30035	-1.735e-06
89.52353	-77.42896	9.631e-06
89.35805	-77.54891	1.187e-05
89.18140	-77.67771	5.629e-06
89.02867	-77.78984	9.280e-06
88.86050	-77.91410	1.372e-06
88.69399	-78.03794	8.367e-06
88.52159	-78.16703	5.998e-06
88.34773	-78.29810	1.299e-05
88.19685	-78.41261	1.238e-05
88.03072	-78.53950	1.234e-05
87.86557	-78.66646	1.414e-05
87.68479	-78.80647	8.791e-06
87.53596	-78.92245	1.029e-05
87.36095	-79.05975	8.081e-06
87.21049	-79.17863	1.130e-05
87.04809	-79.30777	8.467e-06
86.88187	-79.44086	1.598e-05
86.72328	-79.56865	1.116e-05
86.55120	-79.70834	5.044e-06
86.40152	-79.83067	1.203e-05
86.21550	-79.98447	1.118e-05
86.06812	-80.10595	1.409e-05
85.90935	-80.23842	1.805e-05
85.75272	-80.36996	1.580e-05
85.60507	-80.49484	4.923e-06
85.44215	-80.63352	1.174e-05
85.27567	-80.77632	1.550e-05
85.13334	-80.89920	1.153e-05
84.97593	-81.03600	1.567e-05
84.81973	-81.17274	1.624e-05
84.66041	-81.31319	1.539e-05
84.49561	-81.45950	1.672e-05
84.34135	-81.59747	1.393e-05
84.20038	-81.72441	1.256e-05
84.04059	-81.86929	1.476e-05
83.89061	-82.00625	2.247e-05
83.71562	-82.16725	2.117e-05
83.57711	-82.29564	1.748e-05
83.43595	-82.42733	2.578e-05
83.27985	-82.57399	1.927e-05
83.13109	-82.71476	1.939e-05
82.97075	-82.86761	2.708e-05
82.82246	-83.01003	1.971e-05
82.67689	-83.15083	1.986e-05
82.48438	-83.33840	1.782e-05
82.37082	-83.45014	2.320e-05
82.22561	-83.59371	2.040e-05
82.08974	-83.72899	2.726e-05
81.93034	-83.88854	1.903e-05
81.73395	-84.08722	2.801e-05
81.64901	-84.17413	2.679e-05
81.49300	-84.33410	2.085e-05
81.35847	-84.47302	2.663e-05
81.20795	-84.62965	2.408e-05
81.06728	-84.77709	2.302e-05
80.90110	-84.95266	2.029e-05
80.78200	-85.07948	2.431e-05
80.63960	-85.23211	2.961e-05
80.49293	-85.39050	2.784e-05
80.34310	-85.55357	1.997e-05
80.21515	-85.69388	2.477e-05
80.05264	-85.87348	2.749e-05
79.92625	-86.01424	2.518e-05
79.78080	-86.17747	2.511e-05
79.65271	-86.32234	2.271e-05
79.51468	-86.47952	2.457e-05
79.35742	-86.66016	3.160e-05
79.23404	-86.80292	2.949e-05
79.07861	-86.98428	3.123e-05
78.96493	-87.11797	2.458e-05
78.82969	-87.27808	3.145e-05
78.68737	-87.44791	2.807e-05
78.55428	-87.60801	3.011e-05
78.42329	-87.76682	2.078e-05
78.27976	-87.94228	3.240e-05
78.14940	-88.10294	2.886e-05
78.02509	-88.25730	2.561e-05
77.88940	-88.42707	2.453e-05
77.74988	-88.60317	2.980e-05
77.62970	-88.75607	2.228e-05
77.49191	-88.93274	2.381e-05
77.36988	-89.09055	2.437e-05
77.23772	-89.26269	2.612e-05
77.11150	-89.42850	3.927e-05
76.97480	-89.60978	3.420e-05
76.85648	-89.76775	2.956e-05
76.72538	-89.94441	2.768e-05
76.59256	-90.12479	2.984e-05
76.45666	-90.31119	2.764e-05
76.34444	-90.46634	2.448e-05
76.22152	-90.63755	2.749e-05
76.10154	-90.80624	3.138e-05
75.97154	-90.99061	3.212e-05
75.85141	-91.16232	2.837e-05
75.73783	-91.32597	2.644e-05
75.61166	-91.50961	2.822e-05
75.49337	-91.68304	2.969e-05
75.36581	-91.87168	3.125e-05
75.24797	-92.04794	2.911e-05
75.13917	-92.21174	2.876e-05
75.02164	-92.39026	2.251e-05
74.88454	-92.60055	2.652e-05
74.76843	-92.78033	2.128e-05
70.53584	-148.66302	1.124e-03
70.61273	-148.83598	1.129e-03
70.69038	-149.05093	1.131e-03
70.78259	-149.30298	1.134e-03
70.85483	-149.49994	1.128e-03
70.95184	-149.76195	1.128e-03
71.02104	-149.94688	1.125e-03
71.10036	-150.15793	1.127e-03
71.17557	-150.35564	1.119e-03
71.27407	-150.61307	1.127e-03
71.34658	-150.80193	1.120e-03
71.44901	-151.06522	1.116e-03
71.51184	-151.22729	1.120e-03
71.59684	-151.44254	1.120e-03
71.68716	-151.67049	1.115e-03
71.77209	-151.88344	1.118e-03
71.89172	-152.18152	1.115e-03
71.94018	-152.30037	1.114e-03
72.03367	-152.53108	1.112e-03
72.11561	-152.73073	1.108e-03
72.21459	-152.97137	1.106e-03
72.30080	-153.17859	1.101e-03
72.38242	-153.37416	1.100e-03
72.47289	-153.58817	1.106e-03
72.56326	-153.80180	1.101e-03
72.66994	-154.06870	1.093e-03
72.74714	-154.23071	1.095e-03
72.83661	-154.43938	1.096e-03
72.93577	-154.66714	1.087e-03
73.02267	-154.86652	1.082e-03
73.13976	-155.14926	1.075e-03
73.20998	-155.29167	1.079e-03
73.31107	-155.51823	1.076e-03
73.39847	-155.71338	1.079e-03
73.49694	-155.93291	1.072e-03
73.60485	-156.17270	1.060e-03
73.68508	-156.34807	1.062e-03
73.78790	-156.57231	1.062e-03
73.87728	-156.76767	1.053e-03
73.97855	-156.98582	1.053e-03
74.08089	-157.20598	1.043e-03
74.16960	-157.39665	1.050e-03
74.26849	-157.60756	1.034e-03
74.36713	-157.81590	1.030e-03
74.48389	-158.07721	1.025e-03
74.56689	-158.23563	1.026e-03
74.67422	-158.45807	1.018e-03
74.76635	-158.65038	1.009e-03
74.86694	-158.85738	9.990e-04
74.97047	-159.07030	9.959e-04
75.06995	-159.27361	9.987e-04
75.17930	-159.49463	9.938e-04
75.27951	-159.69743	9.918e-04
75.37738	-159.91006	9.870e-04
75.48867	-160.11627	9.794e-04
75.60090	-160.33923	9.682e-04
75.70255	-160.54099	9.613e-04
75.79085	-160.71477	9.539e-04
75.89894	-160.92615	9.533e-04
76.00874	-161.14107	9.429e-04
76.10446	-161.32727	9.327e-04
76.21754	-161.54556	9.345e-04
76.32175	-161.74591	9.274e-04
76.45081	-162.00748	9.221e-04
76.53909	-162.16122	9.114e-04
76.64425	-162.36086	9.074e-04
76.74304	-162.54803	9.001e-04
76.85547	-162.75941	8.863e-04
76.96020	-162.95607	8.867e-04
77.07594	-163.17155	8.848e-04
77.17451	-163.35556	8.732e-04
77.28883	-163.56677	8.586e-04
77.40235	-163.79153	8.584e-04
77.50285	-163.96107	8.489e-04
77.62013	-164.17534	8.464e-04
77.72823	-164.37341	8.357e-04
77.83576	-164.56757	8.339e-04
77.96041	-164.80849	8.266e-04
78.05521	-164.96423	8.102e-04
78.17468	-165.17953	8.047e-04
78.28263	-165.37282	7.954e-04
78.39153	-165.56738	7.878e-04
78.50828	-165.77454	7.804e-04
78.61976	-165.97243	7.775e-04
78.72018	-166.14845	7.670e-04
78.84824	-166.37437	7.585e-04
78.94604	-166.56082	7.446e-04
79.06227	-166.74937	7.425e-04
79.19247	-166.97610	7.375e-04
79.29475	-167.15417	7.249e-04
79.42973	-167.38789	7.126e-04
79.51399	-167.53363	7.038e-04
79.63448	-167.74020	7.011e-04
79.73814	-167.91763	6.885e-04
79.85988	-168.12674	6.781e-04
79.96747	-168.30977	6.734e-04
80.08466	-168.51033	6.556e-04
80.20625	-168.71667	6.569e-04
80.31159	-168.89546	6.475e-04
80.42705	-169.08963	6.390e-04
80.54642	-169.29172	6.275e-04
80.69807	-169.56038	6.209e-04
80.77400	-169.67329	6.123e-04
80.89747	-169.87999	6.093e-04
81.01105	-170.07036	5.918e-04
81.12234	-170.26988	5.838e-04
81.24730	-170.46384	5.811e-04
81.35330	-170.63980	5.705e-04
81.47037	-170.83395	5.648e-04
81.58753	-171.02724	5.476e-04
81.72519	-171.26913	5.569e-04
81.82246	-171.41553	5.332e-04
81.93935	-171.60762	5.333e-04
82.06303	-171.81123	5.209e-04
82.17880	-172.00159	5.143e-04
82.30061	-172.20198	4.966e-04
82.40920	-172.37895	4.917e-04
82.52685	-172.57181	4.755e-04
82.64384	-172.76308	4.776e-04
82.76166	-172.95497	4.684e-04
82.89281	-173.16777	4.599e-04
82.99830	-173.33907	4.430e-04
83.11719	-173.53204	4.438e-04
83.24131	-173.73285	4.291e-04
83.36549	-173.94791	4.314e-04
83.48548	-174.12756	4.150e-04
83.59368	-174.30270	4.010e-04
83.71010	-174.49074	3.967e-04
83.82876	-174.68159	3.823e-04
83.97808	-174.92288	3.717e-04
84.06796	-175.06726	3.559e-04
84.18613	-175.25708	3.589e-04
84.31184	-175.45905	3.487e-04
84.42867	-175.64650	3.487e-04
84.58566	-175.91164	3.413e-04
84.67439	-176.03987	3.291e-04
84.79139	-176.22707	3.193e-04
84.90178	-176.40410	3.268e-04
85.02628	-176.60266	3.076e-04
85.15089	-176.80182	3.025e-04
85.25986	-176.97578	2.919e-04
85.38819	-177.17982	2.801e-04
85.49958	-177.35866	2.843e-04
85.62279	-177.55467	2.621e-04
85.74076	-177.74197	2.525e-04
85.86861	-177.94644	2.626e-04
85.97919	-178.12219	2.395e-04
86.10400	-178.32080	2.396e-04
86.25111	-178.56804	2.259e-04
86.35062	-178.71281	2.257e-04
86.45833	-178.88474	1.989e-04
86.57860	-179.07526	2.046e-04
86.69822	-179.26573	1.809e-04
86.83872	-179.48909	1.761e-04
86.93884	-179.64798	1.868e-04
87.06655	-179.85046	1.742e-04
87.17785	179.97281	1.509e-04
87.30186	179.77541	1.282e-04
87.41906	179.58943	8.428e-05
87.54737	179.38637	4.998e-05
87.65708	179.21190	5.489e-05
87.77647	179.02176	3.748e-05
87.90018	178.82590	5.018e-05
88.02538	178.62720	3.141e-05
88.13633	178.45139	3.595e-05
88.26283	178.25130	2.960e-05
88.37968	178.06551	4.063e-05
88.50464	177.86687	3.152e-05
88.61391	177.69324	4.216e-05
88.74166	177.49034	2.476e-05
88.85966	177.30313	4.251e-05
88.97299	177.10951	4.997e-05
89.11095	176.90448	4.945e-05
89.21027	176.74583	3.921e-05
89.32873	176.55719	3.241e-05
89.44772	176.36856	2.915e-05
89.57769	176.14702	4.049e-05
89.68708	175.98692	4.953e-05
89.81396	175.78464	1.934e-05
89.92237	175.61095	4.278e-05
89.84911	89.87873	6.759e-06
89.71176	89.76911	2.912e-06
89.57001	89.65697	8.173e-06
89.39001	89.51569	3.129e-06
89.26662	89.41963	-2.013e-07
89.13043	89.31432	-2.091e-06
88.95739	89.18161	4.055e-06
88.82207	89.07867	2.560e-06
88.62675	88.93136	1.534e-06
88.51588	88.84840	6.403e-06
88.37654	88.74480	1.694e-06
88.21542	88.62598	2.059e-06
88.07066	88.52003	6.292e-06
87.89061	88.38935	3.917e-06
87.73679	88.27869	1.120e-06
87.59720	88.17899	4.786e-06
87.45313	88.07687	4.899e-06
87.29283	87.96410	3.475e-06
87.13978	87.85722	7.206e-06
86.97267	87.74159	2.895e-06
86.81875	87.63589	5.888e-06
86.67158	87.53556	1.112e-05
86.47378	87.40109	1.753e-05
86.35400	87.32166	2.413e-05
86.18471	87.20901	3.983e-05
86.02819	87.10567	4.462e-05
85.87849	87.00761	4.064e-05
85.71514	86.90147	4.287e-05
85.54473	86.79163	4.839e-05
85.39754	86.69746	5.262e-05
85.22751	86.58958	4.747e-05
85.06864	86.48956	5.050e-05
84.89838	86.38326	6.045e-05
84.75034	86.29156	6.576e-05
84.58669	86.19089	5.065e-05
84.42381	86.09159	6.190e-05
84.23280	85.97489	6.150e-05
84.08146	85.88546	6.192e-05
83.93230	85.79668	7.001e-05
83.76608	85.69848	6.539e-05
83.60072	85.60159	6.702e-05
83.43056	85.50280	7.348e-05
83.26756	85.40885	7.348e-05
83.08919	85.30685	7.824e-05
82.93486	85.21935	6.988e-05
82.76069	85.12142	7.493e-05
82.52887	84.99071	8.270e-05
82.41563	84.92977	7.120e-05
82.26312	84.84608	8.560e-05
82.08553	84.74949	8.313e-05
81.91155	84.65395	8.837e-05
81.75212	84.57035	9.342e-05
81.58624	84.48219	9.365e-05
81.41608	84.39269	9.246e-05
81.24625	84.30405	8.917e-05
81.07030	84.21293	9.498e-05
80.89011	84.12047	9.600e-05
80.71793	84.03286	1.069e-04
80.55121	83.94878	1.014e-04
80.38943	83.86769	1.074e-04
80.20260	83.77501	1.026e-04
80.04397	83.69707	1.135e-04
79.85968	83.60718	1.151e-04
79.69915	83.52960	1.113e-04
79.52594	83.44650	1.186e-04
79.34852	83.36202	1.177e-04
79.14970	83.26834	1.183e-04
78.99183	83.19478	1.202e-04
78.82919	83.11938	1.235e-04
78.64907	83.03666	1.300e-04
78.46400	82.95238	1.300e-04
78.30501	82.88080	1.270e-04
78.11728	82.79681	1.286e-04
77.95248	82.72374	1.309e-04
77.77136	82.64423	1.358e-04
77.58457	82.56301	1.385e-04
77.42294	82.49318	1.385e-04
77.23489	82.41273	1.379e-04
77.06054	82.33896	1.501e-04
76.88731	82.26617	1.521e-04
76.69760	82.18726	1.555e-04
76.53522	82.12032	1.516e-04
76.34755	82.04374	1.549e-04
76.16428	81.96679	1.556e-04
75.99646	81.90218	1.576e-04
75.82143	81.83273	1.527e-04
75.62924	81.75697	1.701e-04
75.45364	81.68864	1.636e-04
75.23748	81.60250	1.682e-04
75.08674	81.54758	1.742e-04
74.92326	81.48586	1.686e-04
74.72957	81.41302	1.784e-04
74.55260	81.34737	1.810e-04
74.37475	81.28188	1.842e-04
74.18215	81.21172	1.762e-04
73.98518	81.14058	1.859e-04
73.82365	81.08311	1.846e-04
73.64473	81.01978	1.856e-04
73.43915	80.94800	1.910e-04
73.25696	80.88477	1.974e-04
73.10499	80.83265	1.976e-04
72.91244	80.76741	1.963e-04
72.70861	80.69566	2.062e-04
72.53924	80.64252	2.028e-04
72.37174	80.58743	2.026e-04
72.17472	80.52316	2.085e-04
72.00137	80.46689	2.119e-04
71.81145	80.40639	2.141e-04
71.61511	80.34419	2.131e-04
71.44510	80.29112	2.209e-04
71.24888	80.23042	2.200e-04
71.07362	80.17659	2.230e-04
70.87199	80.11551	2.299e-04
70.68696	80.06025	2.257e-04
70.50031	80.00506	2.341e-04
70.32693	79.95423	2.382e-04
70.12508	79.89223	2.359e-04
69.94894	79.84554	2.397e-04
69.73230	79.78416	2.394e-04
69.56300	79.73688	2.491e-04
69.38767	79.68876	2.506e-04
69.19304	79.63557	2.569e-04
68.99395	79.58168	2.489e-04
68.80815	79.53212	2.536e-04
68.61920	79.48250	2.601e-04
68.44154	79.43632	2.637e-04
68.24575	79.38602	2.663e-04
68.05985	79.33872	2.704e-04
67.83987	79.28371	2.657e-04
67.67936	79.24413	2.740e-04
67.48061	79.19543	2.816e-04
67.26414	79.14359	2.849e-04
67.07278	79.09821	2.798e-04
66.90006	79.05768	2.860e-04
66.72136	79.01633	2.912e-04
66.51446	78.96498	2.905e-04
66.32056	78.92566	2.895e-04
66.12755	78.88275	3.011e-04
65.95106	78.84400	3.007e-04
65.75687	78.80215	3.057e-04
65.55300	78.75892	3.127e-04
65.32925	78.71218	3.082e-04
65.17455	78.68043	3.173e-04
64.97005	78.63904	3.241e-04
64.78726	78.60266	3.190e-04
64.58823	78.56358	3.266e-04
64.38103	78.52338	3.227e-04
64.20215	78.48938	3.289e-04
64.00700	78.45280	3.380e-04
63.80418	78.41577	3.422e-04
63.61154	78.38104	3.478e-04
63.38639	78.34104	3.451e-04
63.21033	78.31043	3.563e-04
63.01780	78.27779	3.531e-04
62.78199	78.23349	3.546e-04
62.63170	78.21361	3.589e-04
62.43945	78.18269	3.662e-04
62.22853	78.14944	3.668e-04
62.03434	78.11977	3.716e-04
61.84238	78.09062	3.758e-04
61.63302	78.05993	3.826e-04
61.43700	78.03145	3.869e-04
61.25555	78.00602	3.958e-04
61.04939	77.97778	3.960e-04
60.85661	77.95160	3.989e-04
60.64571	77.92385	4.046e-04
60.46446	77.90065	4.053e-04
60.26669	77.87582	4.131e-04
60.06129	77.85071	4.109e-04
59.86599	77.82801	4.233e-04
59.63783	77.80161	4.373e-04
59.45946	77.78210	4.375e-04
59.26465	77.76086	4.341e-04
59.02635	77.73093	4.348e-04
58.87446	77.72057	4.458e-04
58.67599	77.70147	4.529e-04
58.45190	77.68040	4.560e-04
58.27073	77.66341	4.572e-04
58.07559	77.64661	4.609e-04
57.87374	77.62929	4.673e-04
57.66570	77.61221	4.781e-04
57.48145	77.59824	4.718e-04
57.27461	77.58270	4.846e-04
57.04793	77.56660	4.889e-04
56.84982	77.55325	4.859e-04
56.66818	77.54175	4.885e-04
56.48184	77.53067	5.013e-04
56.27431	77.51858	5.066e-04
56.07869	77.50814	5.079e-04
55.86399	77.49735	5.145e-04
55.66743	77.48798	5.287e-04
55.47984	77.47978	5.326e-04
55.27383	77.47166	5.370e-04
55.07760	77.46456	5.473e-04
54.86294	77.45774	5.449e-04
54.66580	77.45176	5.491e-04
54.47670	77.44740	5.563e-04
54.25868	77.44258	5.615e-04
54.05741	77.43860	5.621e-04
53.87343	77.43600	5.750e-04
53.67249	77.43414	5.754e-04
53.45595	77.42592	5.825e-04
53.24765	77.43147	5.900e-04
53.03356	77.43125	5.935e-04
52.85292	77.43204	6.041e-04
52.66456	77.43346	6.102e-04
52.43054	77.42949	6.144e-04
52.25780	77.43836	6.195e-04
52.05919	77.44208	6.369e-04
51.84366	77.44674	6.377e-04
51.65335	77.45161	6.428e-04
51.38359	77.45245	6.551e-04
51.24715	77.46423	6.542e-04
51.02905	77.47186	6.672e-04
50.83004	77.47968	6.727e-04
50.63165	77.48853	6.781e-04
50.43165	77.49811	6.805e-04
50.19851	77.51019	6.898e-04
50.01537	77.52015	7.045e-04
49.81515	77.53214	7.114e-04
49.58903	77.53934	7.245e-04
49.40059	77.55951	7.242e-04
49.21554	77.57290	7.423e-04
49.00980	77.58784	7.395e-04
48.79614	77.60477	7.554e-04
48.55172	77.61851	7.661e-04
48.37853	77.64103	7.703e-04
48.19179	77.65777	7.761e-04
47.97621	77.67892	7.832e-04
47.77462	77.69901	7.972e-04
47.56070	77.72088	8.007e-04
47.37361	77.74142	8.218e-04
47.16951	77.76447	8.302e-04
46.95307	77.78951	8.273e-04
46.75189	77.81430	8.385e-04
46.53603	77.84158	8.615e-04
46.34953	77.86599	8.655e-04
46.14366	77.89375	8.726e-04
45.93843	77.92272	8.811e-04
45.69954	77.94879	8.996e-04
45.51030	77.98509	9.108e-04
45.32209	78.01398	9.248e-04
45.11531	78.04635	9.290e-04
44.90063	78.08161	9.444e-04
44.69835	78.11566	9.603e-04
44.48996	78.15124	9.701e-04
44.27600	78.18935	9.738e-04
44.08526	78.22435	9.884e-04
43.87126	78.26460	1.005e-03
43.63716	78.30945	1.019e-03
43.46503	78.34345	1.032e-03
43.26023	78.38530	1.044e-03
43.05403	78.42774	1.065e-03
42.83162	78.46638	1.070e-03
42.62346	78.52132	1.081e-03
42.43507	78.56309	1.093e-03
