#pgII [uA] data read from database by pab Ltd "mountain"
#see http://bsdf.pab.eu for pgII gonio-photometer and BSDF details
#mountain-version	"pab mountain V3.2.3"
#database-host	pgdb
#database-name	pabpg
#measured_at	"2018-01-16 01:21:28"
#data_read_from_db	"2018-03-01 17:28:53"
#database_id	1472
#datapoints_in_db	128121
#database_reference_id	0
#integrated_value	0.026	6.3
#sample_label	"goldpaper0"
#sample_name	"Golden_glossy_paper"
#lamp	"xenon"
#beamshape	"det,f=300,a=1"
#filterlamp	"none"
#filterdet	"none"
#comment	"(null)"
#mcomment	"$Id: allmess.c,v 3.21 2017/10/21 18:12:11 apian Exp apian $daq serial[0]="016"(offn)|optfile=python-wjakob|userdata=$Header: /usr/local/pab_pg/etc/RCS/userdata.pgII-epfl,v 1.15 2017/12/22 19:45:57 pgadmin Exp pgadmin $|cxtcounter=yes|bl_armB=0|daq_ss=100|speedbend=(0,0)|pawait=30|minspacing=-1|lamp_cycles=17 poweron=8414 [h] last_change=951 [min]"
#dbfilter	""
#column	daq
#dump-host	pgII-epfl
#incident_angle	26.8421	0
#intheta	26.8421
#inphi	0
#front_integral	0.0263
#incident_and_front_integral	26.8421	0	0.0263
#mountain_minimum_angle	0.0014 [deg]
#datapoints_in_file	127039
#format: theta	phi	[uA]
42.22787	78.61115	1.116e-03
42.02161	78.65923	1.130e-03
41.80900	78.71081	1.142e-03
41.60661	78.76031	1.156e-03
41.38543	78.81679	1.178e-03
41.19538	78.86594	1.191e-03
40.98983	78.92020	1.212e-03
40.76327	78.98193	1.228e-03
40.55927	79.03851	1.237e-03
40.37079	79.09196	1.254e-03
40.13583	79.15987	1.267e-03
39.95126	79.21460	1.286e-03
39.71775	79.28597	1.307e-03
39.54637	79.33920	1.323e-03
39.32771	79.40849	1.344e-03
39.13549	79.47038	1.365e-03
38.89684	79.53886	1.380e-03
38.72241	79.60797	1.395e-03
38.50238	79.68352	1.413e-03
38.30175	79.75394	1.432e-03
38.10890	79.82301	1.459e-03
37.89746	79.90057	1.473e-03
37.69697	79.97521	1.513e-03
37.47721	80.05858	1.525e-03
37.27520	80.13751	1.537e-03
37.07417	80.21647	1.570e-03
36.79331	80.32017	1.585e-03
36.67292	80.37993	1.608e-03
36.46965	80.46542	1.633e-03
36.25478	80.55830	1.649e-03
36.05411	80.64509	1.674e-03
35.85413	80.73454	1.713e-03
35.65270	80.82614	1.724e-03
35.44914	80.91976	1.755e-03
35.24557	81.01601	1.780e-03
34.99114	81.12643	1.799e-03
34.81879	81.22298	1.824e-03
34.61636	81.32404	1.854e-03
34.41938	81.42440	1.884e-03
34.22868	81.52319	1.913e-03
34.02050	81.63211	1.936e-03
33.80772	81.74683	1.962e-03
33.62040	81.84979	1.998e-03
33.41796	81.96195	2.035e-03
33.21556	82.07708	2.066e-03
32.99490	82.20537	2.096e-03
32.77832	82.33292	2.127e-03
32.59628	82.44242	2.157e-03
32.39759	82.56363	2.190e-03
32.20129	82.68635	2.228e-03
31.98840	82.82150	2.259e-03
31.78862	82.95109	2.293e-03
31.60503	83.07209	2.329e-03
31.39569	83.21282	2.372e-03
31.19882	83.34642	2.397e-03
30.98682	83.49490	2.429e-03
30.78577	83.63696	2.476e-03
30.60385	83.76797	2.516e-03
30.40470	83.91392	2.549e-03
30.18759	84.07655	2.608e-03
30.00406	84.21535	2.645e-03
29.80557	84.36911	2.686e-03
29.60655	84.52658	2.732e-03
29.39207	84.68390	2.780e-03
29.20554	84.85172	2.822e-03
28.97729	85.04256	2.863e-03
28.78308	85.20863	2.921e-03
28.61536	85.35378	2.967e-03
28.41126	85.53271	3.027e-03
28.20293	85.72056	3.078e-03
28.00614	85.90047	3.104e-03
27.82529	86.06853	3.160e-03
27.62910	86.25454	3.221e-03
27.36630	86.49352	3.280e-03
27.23470	86.64006	3.341e-03
27.04025	86.83485	3.396e-03
26.84537	87.03558	3.446e-03
26.65016	87.23856	3.498e-03
26.42149	87.48296	3.568e-03
26.24395	87.67525	3.630e-03
26.05137	87.88819	3.695e-03
25.87230	88.09111	3.753e-03
25.67319	88.32111	3.826e-03
25.48398	88.54395	3.883e-03
25.29376	88.77079	3.958e-03
25.08877	89.02080	4.037e-03
24.90091	89.25455	4.119e-03
24.71278	89.49389	4.181e-03
24.52439	89.73754	4.266e-03
24.33578	89.98707	4.339e-03
24.13553	90.25865	4.414e-03
23.94869	90.51591	4.505e-03
23.75242	90.79274	4.601e-03
23.57943	91.04233	4.682e-03
23.39137	91.31868	4.774e-03
23.20532	91.59827	4.875e-03
23.01143	91.89405	4.961e-03
22.82868	92.17898	5.081e-03
22.61526	92.52254	5.164e-03
22.44843	92.79419	5.253e-03
22.26834	93.09513	5.360e-03
22.06154	93.42647	5.454e-03
21.89301	93.74356	5.600e-03
21.72937	94.03524	5.686e-03
21.53503	94.38992	5.791e-03
21.35649	94.72392	5.927e-03
21.12405	95.14668	6.017e-03
20.98900	95.43503	6.172e-03
20.82828	95.75704	6.278e-03
20.64101	96.14136	6.398e-03
20.46797	96.50532	6.511e-03
20.22371	97.00647	6.649e-03
20.12448	97.25176	6.752e-03
19.95151	97.64144	6.901e-03
19.76991	98.06280	7.033e-03
19.57716	98.49332	7.198e-03
19.41963	98.90551	7.379e-03
19.26866	99.28128	7.514e-03
19.10031	99.71146	7.644e-03
18.92498	100.17167	7.829e-03
18.72382	100.68497	7.966e-03
18.60168	101.05395	8.120e-03
18.44172	101.50641	8.296e-03
18.26556	102.02200	8.476e-03
18.11781	102.46247	8.667e-03
17.95529	102.96400	8.845e-03
17.78814	103.49206	8.993e-03
17.64555	103.95641	9.178e-03
17.46924	104.54618	9.357e-03
17.32268	105.01903	9.552e-03
17.18351	105.54590	9.769e-03
17.01084	106.17606	9.928e-03
16.88840	106.63918	1.013e-02
16.74138	107.20464	1.035e-02
16.59193	107.80044	1.058e-02
16.45131	108.37812	1.085e-02
16.30026	109.01870	1.104e-02
16.16269	109.61915	1.126e-02
16.02870	110.22489	1.152e-02
15.86259	110.96073	1.176e-02
15.75338	111.53228	1.197e-02
15.63482	112.12486	1.225e-02
15.48918	112.87455	1.249e-02
15.37935	113.46257	1.280e-02
15.24370	114.20861	1.304e-02
15.13174	114.85114	1.334e-02
15.01206	115.55870	1.361e-02
14.88810	116.31902	1.386e-02
14.77489	117.04398	1.416e-02
14.65715	117.82433	1.446e-02
14.55643	118.51478	1.474e-02
14.44892	119.28467	1.504e-02
14.34468	120.06467	1.539e-02
14.23843	120.88592	1.571e-02
14.14194	121.67041	1.613e-02
14.03910	122.54319	1.640e-02
13.94781	123.35236	1.671e-02
13.85975	124.17447	1.707e-02
13.74216	125.24968	1.737e-02
13.68413	125.92997	1.777e-02
13.61047	126.71832	1.809e-02
13.52809	127.65115	1.845e-02
13.45548	128.52567	1.881e-02
13.37437	129.55095	1.926e-02
13.31789	130.31194	1.959e-02
13.24916	131.29308	2.000e-02
13.19242	132.15668	2.040e-02
13.12387	133.15063	2.082e-02
13.07995	134.05826	2.123e-02
13.02596	135.08232	2.163e-02
12.98049	136.02370	2.206e-02
12.93816	136.97862	2.251e-02
12.89951	137.94421	2.290e-02
12.86438	138.90222	2.330e-02
12.82831	140.04424	2.382e-02
12.80357	140.93509	2.431e-02
12.78078	141.87421	2.479e-02
12.75987	142.90390	2.534e-02
12.74413	143.88446	2.578e-02
12.73106	144.96234	2.632e-02
12.72302	145.95444	2.681e-02
12.71067	146.97421	2.726e-02
12.71768	148.09531	2.779e-02
12.72165	149.09642	2.823e-02
12.72859	150.01628	2.880e-02
12.74029	151.01245	2.933e-02
12.75526	151.99803	2.981e-02
12.77526	153.05984	3.053e-02
12.79817	154.05438	3.098e-02
12.82348	154.97861	3.150e-02
12.85390	155.97272	3.200e-02
12.88984	157.20088	3.258e-02
12.93075	158.04672	3.318e-02
12.97237	159.01292	3.357e-02
13.01513	159.90488	3.412e-02
13.06444	160.86958	3.467e-02
13.13286	162.22479	3.534e-02
13.17871	162.85477	3.577e-02
13.23500	163.72868	3.623e-02
13.29933	164.66211	3.680e-02
13.36374	165.65935	3.731e-02
13.43825	166.52353	3.785e-02
13.51194	167.41846	3.837e-02
13.59469	168.37379	3.898e-02
13.67441	169.24777	3.950e-02
13.75672	170.10516	4.010e-02
13.84863	171.02003	4.066e-02
13.93087	171.79550	4.115e-02
14.02503	172.64705	4.162e-02
14.12093	173.48378	4.209e-02
14.22292	174.32802	4.258e-02
14.32275	175.12094	4.300e-02
14.43518	175.97752	4.351e-02
14.54118	176.75052	4.399e-02
14.64493	177.48331	4.443e-02
14.77797	178.38004	4.490e-02
14.89335	179.12921	4.538e-02
14.99934	179.79510	4.586e-02
15.11849	-179.48558	4.619e-02
15.23778	-178.78535	4.647e-02
15.36942	-178.04045	4.678e-02
15.49698	-177.34705	4.712e-02
15.61545	-176.72095	4.750e-02
15.75306	-176.01599	4.778e-02
15.88375	-175.36757	4.806e-02
16.02736	-174.67850	4.822e-02
16.16540	-174.03731	4.847e-02
16.29299	-173.46336	4.875e-02
16.43997	-172.81926	4.899e-02
16.58099	-172.21799	4.918e-02
16.72179	-171.63574	4.932e-02
16.87869	-171.00829	4.941e-02
17.02448	-170.44174	4.955e-02
17.17123	-169.88425	4.969e-02
17.33052	-169.29872	4.985e-02
17.49665	-168.70267	4.988e-02
17.63518	-168.22067	4.985e-02
17.78874	-167.69806	4.978e-02
17.96421	-167.11795	4.973e-02
18.11338	-166.63895	4.962e-02
18.25489	-166.19368	4.956e-02
18.42758	-165.66415	4.944e-02
18.57964	-165.20753	4.932e-02
18.79132	-164.55994	4.919e-02
18.92352	-164.21567	4.898e-02
19.08787	-163.75970	4.887e-02
19.25103	-163.31824	4.867e-02
19.40943	-162.89671	4.844e-02
19.64272	-162.26341	4.811e-02
19.75008	-162.02139	4.783e-02
19.93369	-161.56573	4.754e-02
20.10131	-161.15869	4.720e-02
20.28749	-160.69238	4.689e-02
20.44192	-160.35979	4.646e-02
20.61397	-159.96907	4.622e-02
20.80227	-159.55064	4.583e-02
20.97638	-159.17075	4.537e-02
21.18250	-158.70616	4.499e-02
21.32547	-158.43327	4.451e-02
21.50317	-158.06773	4.406e-02
21.69331	-157.68681	4.365e-02
21.87131	-157.33556	4.311e-02
22.05995	-156.97141	4.260e-02
22.23123	-156.64667	4.219e-02
22.41255	-156.30829	4.163e-02
22.60802	-155.95125	4.108e-02
22.78400	-155.61397	4.054e-02
22.96888	-155.31027	4.004e-02
23.18165	-154.94225	3.960e-02
23.34868	-154.65872	3.910e-02
23.57399	-154.28455	3.852e-02
23.74211	-154.00955	3.799e-02
23.90973	-153.73897	3.737e-02
24.08097	-153.46768	3.693e-02
24.29889	-153.12759	3.642e-02
24.46883	-152.86725	3.588e-02
24.69908	-152.51913	3.534e-02
24.84674	-152.30202	3.454e-02
25.05067	-152.00308	3.393e-02
25.23940	-151.73141	3.363e-02
25.43540	-151.45451	3.304e-02
25.69344	-151.09576	3.235e-02
25.80012	-150.95042	3.196e-02
26.00733	-150.67004	3.139e-02
26.18626	-150.43105	3.086e-02
26.38704	-150.16747	3.031e-02
26.59149	-149.90395	2.964e-02
26.78345	-149.65933	2.928e-02
26.96473	-149.43161	2.864e-02
27.16975	-149.17719	2.810e-02
27.39925	-148.87852	2.759e-02
27.55549	-148.70799	2.709e-02
27.76527	-148.45845	2.648e-02
27.95732	-148.23259	2.603e-02
28.14319	-148.01730	2.553e-02
28.35024	-147.78079	2.501e-02
28.53998	-147.56755	2.450e-02
28.73689	-147.34776	2.401e-02
28.93600	-147.12935	2.352e-02
29.14134	-146.90526	2.310e-02
29.36719	-146.66385	2.252e-02
29.56617	-146.45369	2.218e-02
29.74610	-146.26480	2.169e-02
29.93191	-146.07285	2.125e-02
30.13866	-145.86263	2.085e-02
30.35028	-145.64868	2.039e-02
30.54707	-145.45212	1.998e-02
30.73416	-145.26715	1.954e-02
30.93514	-145.07085	1.911e-02
31.14290	-144.86977	1.867e-02
31.35519	-144.66783	1.832e-02
31.55774	-144.47719	1.793e-02
31.75334	-144.29443	1.751e-02
31.94346	-144.11952	1.716e-02
32.15033	-143.93085	1.671e-02
32.36588	-143.73512	1.643e-02
32.55030	-143.57059	1.607e-02
32.75290	-143.39111	1.569e-02
32.96659	-143.19040	1.537e-02
33.16291	-143.03447	1.493e-02
33.39647	-142.83380	1.467e-02
33.57872	-142.67972	1.434e-02
33.76822	-142.51985	1.410e-02
33.99945	-142.31377	1.376e-02
34.19728	-142.16460	1.349e-02
34.37757	-142.01755	1.321e-02
34.58379	-141.85028	1.292e-02
34.79687	-141.68021	1.265e-02
34.99519	-141.52286	1.236e-02
35.21181	-141.35202	1.210e-02
35.41513	-141.19392	1.184e-02
35.61421	-141.03949	1.157e-02
35.80666	-140.89182	1.131e-02
36.01552	-140.73312	1.103e-02
36.21535	-140.58279	1.081e-02
36.43398	-140.41861	1.060e-02
36.63443	-140.26970	1.038e-02
36.85692	-140.09363	1.019e-02
37.05384	-139.96284	9.880e-03
37.25547	-139.81691	9.720e-03
37.44223	-139.68224	9.523e-03
37.64637	-139.53671	9.332e-03
37.89673	-139.34805	9.086e-03
38.07506	-139.23474	8.951e-03
38.27696	-139.09383	8.770e-03
38.46589	-138.96307	8.564e-03
38.67896	-138.81677	8.368e-03
38.87952	-138.67975	8.183e-03
39.09751	-138.53241	8.028e-03
39.28416	-138.40649	7.856e-03
39.50074	-138.26212	7.675e-03
39.70536	-138.11382	7.539e-03
39.90410	-137.99374	7.347e-03
40.13911	-137.83955	7.230e-03
40.32249	-137.72052	7.066e-03
40.52375	-137.59058	6.921e-03
40.74688	-137.43562	6.774e-03
40.94079	-137.32320	6.618e-03
41.14498	-137.19327	6.498e-03
41.33229	-137.07373	6.339e-03
41.56399	-136.92842	6.216e-03
41.74696	-136.81342	6.071e-03
41.96466	-136.67831	5.941e-03
42.16740	-136.55286	5.831e-03
42.35614	-136.43660	5.748e-03
42.56032	-136.31128	5.616e-03
42.84584	-136.12657	5.498e-03
42.97155	-136.06038	5.413e-03
43.17424	-135.93791	5.300e-03
43.37932	-135.81468	5.192e-03
43.59114	-135.68761	5.083e-03
43.79332	-135.56636	4.950e-03
43.99256	-135.44768	4.872e-03
44.21154	-135.31842	4.779e-03
44.41219	-135.19975	4.691e-03
44.65368	-135.04742	4.592e-03
44.81388	-134.96320	4.519e-03
45.01490	-134.84644	4.419e-03
45.25058	-134.70976	4.327e-03
45.42551	-134.60832	4.245e-03
45.63513	-134.48698	4.148e-03
45.83698	-134.37061	4.081e-03
46.05517	-134.24547	3.992e-03
46.24442	-134.13687	3.909e-03
46.44855	-134.02051	3.843e-03
46.65793	-133.90137	3.751e-03
46.89080	-133.76990	3.691e-03
47.07603	-133.66502	3.631e-03
47.26600	-133.55803	3.555e-03
47.47662	-133.43950	3.492e-03
47.67707	-133.32692	3.396e-03
47.87749	-133.21468	3.368e-03
48.09604	-133.09335	3.301e-03
48.28719	-132.98705	3.226e-03
48.53695	-132.83942	3.169e-03
48.69714	-132.76004	3.117e-03
48.90012	-132.64752	3.057e-03
49.11549	-132.52869	3.002e-03
49.31638	-132.41840	2.945e-03
49.51532	-132.30891	2.868e-03
49.73241	-132.18939	2.830e-03
49.93359	-132.07928	2.776e-03
50.12225	-131.97600	2.733e-03
50.33735	-131.85008	2.680e-03
50.53281	-131.75256	2.623e-03
50.76810	-131.62466	2.600e-03
50.93683	-131.53337	2.545e-03
51.15043	-131.41757	2.492e-03
51.39043	-131.27951	2.453e-03
51.54968	-131.20143	2.405e-03
51.74866	-131.09431	2.366e-03
51.96620	-130.97670	2.322e-03
52.16551	-130.86935	2.287e-03
52.42314	-130.72266	2.247e-03
52.58289	-130.64494	2.204e-03
52.76573	-130.54659	2.161e-03
52.96795	-130.43852	2.123e-03
53.17911	-130.32567	2.089e-03
53.40836	-130.20204	2.053e-03
53.61023	-130.09448	2.021e-03
53.77885	-130.00412	1.985e-03
53.98053	-129.89684	1.957e-03
54.20632	-129.77661	1.923e-03
54.40213	-129.67213	1.880e-03
54.58543	-129.57509	1.857e-03
54.80141	-129.45985	1.826e-03
54.98973	-129.36012	1.791e-03
55.19687	-129.25038	1.767e-03
55.39540	-129.14503	1.746e-03
55.59432	-129.03918	1.706e-03
55.82139	-128.91881	1.670e-03
55.99545	-128.82668	1.644e-03
56.20105	-128.71767	1.622e-03
56.41352	-128.60533	1.598e-03
56.61129	-128.50047	1.559e-03
56.79713	-128.40230	1.539e-03
57.00451	-128.29242	1.516e-03
57.20048	-128.18861	1.482e-03
57.43103	-128.06656	1.462e-03
57.59667	-127.97884	1.448e-03
57.80634	-127.86742	1.418e-03
58.02931	-127.74982	1.400e-03
58.19691	-127.66106	1.376e-03
58.39155	-127.55805	1.349e-03
58.62113	-127.43621	1.331e-03
58.79071	-127.34635	1.310e-03
58.99431	-127.23793	1.287e-03
59.20471	-127.12612	1.270e-03
59.40054	-127.02171	1.250e-03
59.58348	-126.92504	1.242e-03
59.78133	-126.81949	1.217e-03
60.05717	-126.66614	1.183e-03
60.17733	-126.60894	1.177e-03
60.38853	-126.49649	1.154e-03
60.56948	-126.39972	1.147e-03
60.77872	-126.28117	1.118e-03
60.96700	-126.18726	1.097e-03
61.19373	-126.06582	1.079e-03
61.36934	-125.97206	1.072e-03
61.56291	-125.86797	1.048e-03
61.79295	-125.73788	1.035e-03
61.94574	-125.66250	1.019e-03
62.15535	-125.54965	9.999e-04
62.33440	-125.45309	9.835e-04
62.53817	-125.34270	9.651e-04
62.72971	-125.23941	9.436e-04
62.93577	-125.12800	9.431e-04
63.12798	-125.02341	9.152e-04
63.30745	-124.92649	9.069e-04
63.50158	-124.82061	8.947e-04
63.69955	-124.71288	8.772e-04
63.92153	-124.59180	8.670e-04
64.09542	-124.49660	8.505e-04
64.28463	-124.39293	8.340e-04
64.49638	-124.27029	8.173e-04
64.67846	-124.17634	8.126e-04
64.85358	-124.07935	8.066e-04
65.04707	-123.97240	7.944e-04
65.24849	-123.86095	7.789e-04
65.43707	-123.75610	7.663e-04
65.63910	-123.64330	7.526e-04
65.83127	-123.53641	7.436e-04
66.00755	-123.43763	7.309e-04
66.20757	-123.32530	7.249e-04
66.40686	-123.21339	7.105e-04
66.59837	-123.10520	6.999e-04
66.78778	-122.99828	6.873e-04
66.97425	-122.89296	6.827e-04
67.16608	-122.77793	6.712e-04
67.36606	-122.66997	6.529e-04
67.53499	-122.57342	6.479e-04
67.73819	-122.45699	6.387e-04
67.92549	-122.34952	6.291e-04
68.13707	-122.22796	6.180e-04
68.31065	-122.12736	6.174e-04
68.48217	-122.02805	6.007e-04
68.68472	-121.91023	5.954e-04
68.86160	-121.80733	5.881e-04
69.05470	-121.69473	5.771e-04
69.23961	-121.58646	5.648e-04
69.45703	-121.45885	5.590e-04
69.62563	-121.35927	5.419e-04
69.80278	-121.25465	5.377e-04
69.99519	-121.14060	5.263e-04
70.17812	-121.03178	5.253e-04
70.37791	-120.91277	5.131e-04
70.55117	-120.80901	5.080e-04
70.74477	-120.69293	4.988e-04
70.94079	-120.57487	4.873e-04
71.11035	-120.47215	4.869e-04
71.30935	-120.35155	4.744e-04
71.49277	-120.24012	4.692e-04
71.67379	-120.12974	4.614e-04
71.86984	-120.00969	4.541e-04
72.05649	-119.89497	4.513e-04
72.23592	-119.78430	4.399e-04
72.41728	-119.67217	4.323e-04
72.60959	-119.55301	4.238e-04
72.77873	-119.44781	4.165e-04
72.97578	-119.32458	4.070e-04
73.15610	-119.21158	3.993e-04
73.34080	-119.09036	3.994e-04
73.51646	-118.98432	3.939e-04
73.69601	-118.87064	3.954e-04
73.88265	-118.75180	3.852e-04
74.07113	-118.63144	3.753e-04
74.27110	-118.49868	3.733e-04
74.44147	-118.39411	3.601e-04
74.60602	-118.28802	3.540e-04
74.78815	-118.17029	3.416e-04
74.97729	-118.04736	3.430e-04
75.19195	-117.90258	2.983e-04
75.33225	-117.81526	2.178e-04
75.53979	-117.67919	1.133e-04
75.69006	-117.58023	7.025e-05
75.86917	-117.46185	5.851e-05
76.05215	-117.34058	5.464e-05
76.22782	-117.22337	5.622e-05
76.41869	-117.09555	5.773e-05
76.58450	-116.98417	5.993e-05
76.77300	-116.85268	5.273e-05
76.94231	-116.74267	6.098e-05
77.14678	-116.60374	5.845e-05
77.30527	-116.49532	5.853e-05
77.47914	-116.37630	6.412e-05
77.65094	-116.25847	6.983e-05
77.83715	-116.12958	5.979e-05
78.01037	-116.00982	5.372e-05
78.17234	-115.89697	5.053e-05
78.34672	-115.77515	5.447e-05
78.57726	-115.60869	5.611e-05
78.69703	-115.52872	5.715e-05
78.88277	-115.39709	5.327e-05
79.05306	-115.27584	5.136e-05
79.22255	-115.15482	5.362e-05
79.41853	-115.01430	5.104e-05
79.56260	-114.91051	5.616e-05
79.74610	-114.77776	4.718e-05
79.90534	-114.66217	5.119e-05
80.08217	-114.53295	5.065e-05
80.26212	-114.40112	5.289e-05
80.43329	-114.27509	5.297e-05
80.58853	-114.16016	4.805e-05
80.76668	-114.02773	5.672e-05
80.96812	-113.87363	5.313e-05
81.11449	-113.76770	4.971e-05
81.28120	-113.64190	4.000e-05
81.43439	-113.52599	3.472e-05
81.60194	-113.39865	4.884e-05
81.78446	-113.25935	4.541e-05
81.93790	-113.14153	4.528e-05
82.13079	-112.99259	4.164e-05
82.27992	-112.87711	4.202e-05
82.44772	-112.74249	4.040e-05
82.60525	-112.62302	4.199e-05
82.79597	-112.47303	5.873e-05
82.94450	-112.35582	4.143e-05
83.09753	-112.23428	4.133e-05
83.28622	-112.08013	4.049e-05
83.43975	-111.96030	3.844e-05
83.60289	-111.82876	2.706e-05
84.11904	-111.40824	3.572e-05
84.25517	-111.29589	3.417e-05
84.90123	-110.75712	2.888e-05
85.04857	-110.63248	2.579e-05
85.25678	-110.45555	2.705e-05
85.39543	-110.33688	3.172e-05
85.52226	-110.22771	2.812e-05
85.69831	-110.07581	3.048e-05
85.85596	-109.93906	2.532e-05
85.99972	-109.81335	2.656e-05
86.16481	-109.66853	2.653e-05
86.35149	-109.50069	2.282e-05
86.48592	-109.38444	2.207e-05
86.62905	-109.25684	2.381e-05
86.79353	-109.10931	2.009e-05
86.94695	-108.97090	2.952e-05
87.09862	-108.83315	2.306e-05
87.26334	-108.68273	2.592e-05
87.40432	-108.55330	2.024e-05
87.56767	-108.40260	1.907e-05
87.72213	-108.25653	2.152e-05
87.86809	-108.12307	1.745e-05
88.01834	-107.98190	2.289e-05
88.19415	-107.81590	1.312e-05
88.32304	-107.69350	1.979e-05
88.49731	-107.52415	1.885e-05
88.63840	-107.39140	2.194e-05
88.77467	-107.25975	2.638e-05
88.94834	-107.09084	2.061e-05
89.08269	-106.95950	2.279e-05
89.26108	-106.78117	2.218e-05
89.38921	-106.65694	2.139e-05
89.52384	-106.52283	1.559e-05
89.67110	-106.37554	1.564e-05
89.82541	-106.21997	2.358e-05
89.96895	-106.07463	1.916e-05
89.94354	-18.06501	2.182e-06
89.83257	-17.89205	2.741e-06
89.71159	-17.70351	-2.306e-06
89.59046	-17.51503	2.596e-06
89.46622	-17.32234	3.079e-07
89.34700	-17.13684	-1.185e-06
89.21709	-16.93576	6.452e-06
89.09708	-16.75109	3.212e-06
88.98000	-16.55648	-1.432e-06
88.85789	-16.38189	5.205e-06
88.73811	-16.19737	2.107e-05
88.60683	-15.99587	7.109e-07
88.49229	-15.82066	1.062e-05
88.35723	-15.60075	1.641e-06
88.23672	-15.42924	-8.735e-07
88.11417	-15.24210	-2.448e-06
88.00144	-15.06988	7.280e-07
87.87328	-14.87431	5.385e-06
87.75266	-14.69009	-3.332e-06
87.62288	-14.49317	1.329e-06
87.49985	-14.30618	7.222e-06
87.38589	-14.13267	4.027e-06
87.26208	-13.94573	7.172e-06
87.11733	-13.72696	2.067e-06
86.99388	-13.53933	7.744e-06
86.89133	-13.38429	8.294e-06
86.76784	-13.19742	9.297e-06
86.63910	-13.00418	1.309e-05
86.51701	-12.81942	1.340e-05
86.39646	-12.63752	7.463e-06
86.25342	-12.42163	1.739e-05
86.14752	-12.26235	1.197e-05
86.02058	-12.07054	1.408e-05
85.88990	-11.87447	9.766e-06
85.76608	-11.68829	1.142e-05
85.65154	-11.51623	1.023e-05
85.52137	-11.32011	1.938e-05
85.40051	-11.13814	1.859e-05
85.26876	-10.93985	1.234e-05
85.14568	-10.75572	2.160e-05
85.03093	-10.58286	1.958e-05
84.90225	-10.38945	2.174e-05
84.77992	-10.20665	2.187e-05
84.63715	-9.99120	3.110e-05
84.53330	-9.83523	2.104e-05
84.40990	-9.64876	2.329e-05
84.27303	-9.42949	2.144e-05
84.15950	-9.27218	2.288e-05
84.03773	-9.08841	2.673e-05
83.89436	-8.87267	3.350e-05
83.78875	-8.71222	2.545e-05
83.63296	-8.47714	2.874e-05
83.52908	-8.32015	3.344e-05
83.40668	-8.13541	2.639e-05
83.29201	-7.96200	3.361e-05
83.16805	-7.77427	2.832e-05
82.99963	-7.50523	2.881e-05
82.90849	-7.37940	3.368e-05
82.78697	-7.19501	3.329e-05
82.67178	-7.02054	3.593e-05
82.54340	-6.82535	3.307e-05
82.41421	-6.62788	3.876e-05
82.30140	-6.45602	3.533e-05
82.17705	-6.26628	4.044e-05
82.04732	-6.06784	4.316e-05
81.90727	-5.83917	4.176e-05
81.80511	-5.69712	3.439e-05
81.67321	-5.49411	4.680e-05
81.55154	-5.30743	4.219e-05
81.43673	-5.12995	4.263e-05
81.30289	-4.92373	4.435e-05
81.18992	-4.74964	4.384e-05
81.05849	-4.54606	4.918e-05
80.94482	-4.36960	4.783e-05
80.81750	-4.17223	5.343e-05
80.67873	-3.95603	4.142e-05
80.57621	-3.79721	4.967e-05
80.45448	-3.60665	4.539e-05
80.33221	-3.41597	4.511e-05
80.20626	-3.21940	4.964e-05
80.07730	-3.01690	5.020e-05
79.96614	-2.84315	4.423e-05
79.84359	-2.65047	5.800e-05
79.71656	-2.44971	5.887e-05
79.59657	-2.26039	5.829e-05
79.46904	-2.05789	5.700e-05
79.35695	-1.88057	6.073e-05
79.22902	-1.67702	5.197e-05
79.11330	-1.47836	6.093e-05
78.95177	-1.22005	6.009e-05
78.87341	-1.10897	6.369e-05
78.74461	-0.90186	6.269e-05
78.62588	-0.71128	6.651e-05
78.50871	-0.52203	5.673e-05
78.38207	-0.31803	6.570e-05
78.25251	-0.10728	7.790e-05
78.14498	0.06643	6.676e-05
78.03313	0.24760	6.365e-05
77.89184	0.49110	6.524e-05
77.79279	0.63897	7.054e-05
77.66584	0.84700	6.587e-05
77.54948	1.03839	6.999e-05
77.43849	1.22112	7.427e-05
77.28815	1.48264	6.623e-05
77.19061	1.63056	7.426e-05
77.07439	1.82341	7.796e-05
76.95918	2.01428	7.469e-05
76.84413	2.20606	7.672e-05
76.72785	2.40025	7.613e-05
76.61401	2.59094	8.187e-05
76.49744	2.78700	7.563e-05
76.38048	2.98328	8.441e-05
76.25311	3.21375	8.216e-05
76.14645	3.37944	8.010e-05
76.03303	3.57263	8.604e-05
75.90916	3.78317	8.047e-05
75.79558	3.97752	8.144e-05
75.65649	4.21615	8.585e-05
75.56992	4.36546	9.047e-05
75.44786	4.57618	8.522e-05
75.34245	4.75946	9.797e-05
75.22877	4.95720	8.366e-05
75.11189	5.16039	8.517e-05
74.99171	5.37136	9.333e-05
74.87899	5.56830	9.656e-05
74.77493	5.75193	9.343e-05
74.65850	5.95838	9.184e-05
74.54797	6.15523	9.925e-05
74.41965	6.38410	1.019e-04
74.30982	6.58001	9.739e-05
74.21551	6.74958	9.305e-05
74.09444	6.98356	1.015e-04
73.98483	7.16677	1.004e-04
73.87414	7.36820	8.464e-05
73.77336	7.55232	1.007e-04
73.65857	7.76186	1.056e-04
73.52583	8.02244	1.046e-04
73.44423	8.15802	1.073e-04
